movie_id,title,tag
364,Batman Returns,action fantasi holiday corrupt doublelif dccomic crimefight hallucin christmastre gothamc vigilant superhero violenc darkhero fictionalc supervillain superpow deform birdcag evilcircu christmasholiday michaelkeaton dannydevito michellepfeiff timburton
7518,Over the Hedge,comedi anim famili squirrel eatinganddrink vorort garden grizzlybear entrap suburbianidyl garbag forest turtl hidinginagarbagecontain skunk racoon anim brucewilli garryshandl stevecarel kareykirkpatrick
11544,Lilo & Stitch,anim famili sistersisterrelationship extraterrestrialtechnolog hawaii adopt mutat alienlife-form alienphenomenon anim dog deadpar chrissand daveighchas tiacarrer chrissand
9986,Charlotte's Web,comedi famili fantasi hero barn spider pig egg friendship spring uncl friend rescu surviv talkinganim grass famili desk raincoat talkingpig juliarobert stevebuscemi johnclees garywinick
8656,Deep Impact,action drama romanc usapresid nasa metereologist spacemiss comet naturaldisast tsunami astronom astronaut womandirector disastermovi robertduval téaleoni elijahwood mimiled
146216,RED 2,action comedi crime thriller pari londonengland cia russia mi6 hiredkil explodingairplan brucewilli catherinezeta-jon anthonyhopkin deanparisot
9291,The Longest Yard,comedi drama prison americanfootbal prison blackmail supervisor sport adamsandl chrisrock burtreynold peterseg
55301,Alvin and the Chipmunks: Chipwrecked,comedi fantasi famili music anim sequel chipmunk cruiseship overboard jasonle davidcross jennysl mikemitchel
109418,Grown Ups 2,comedi adamsandl kevinjam chrisrock dennisdugan
11665,Get Smart,action comedi thriller danc spi terrorist traitor airplan violin basedontvseri leg stevecarel annehathaway dwaynejohnson peterseg
6964,Something's Gotta Give,drama comedi romanc agediffer ladykil womandirector jacknicholson dianekeaton keanureev nancymey
11324,Shutter Island,drama thriller mysteri basedonnovel island hurrican investig psychiatrichospit u.s.marsh conspiracytheori 1950 leonardodicaprio markruffalo benkingsley martinscorses
12193,Four Christmases,comedi romanc drama holiday romanticcomedi dysfunctionalfamili christma vincevaughn reesewitherspoon robertduval sethgordon
9928,Robots,anim comedi famili sciencefict inventor businessman robot dishonesti robinwilliam ewanmcgregor halleberri chriswedg
754,Face/Off,action crime sciencefict thriller undercov mexicanstandoff biologicalweapon facetranspl rageandh fistfight hostil reveng decept tragedi shootout hospit boatchas losangel explos extremeviol fbiagent prisonescap criminalgang flashback goldengun archvillain bulletballet johntravolta nicolascag joanallen johnwoo
10202,Bedtime Stories,fantasi comedi famili romanc wishescometru escapad disord imaginari miraculousev imaginarykingdom lifeturnedupsidedown nothinggoesright adamsandl kerirussel guypearc adamshankman
4147,Road to Perdition,thriller crime drama basedongraphicnovel homework shotinthechin softboiledegg learningtodr spoiledson scarredfac thompsonsubmachinegun frostonawindow cauterizingawound libertyhalfdollar tomhank tylerhoechlin jenniferjasonleigh sammend
50546,Just Go with It,romanc comedi beach fictitiousmarriag blackmail plasticsurgeri marriag love beautifulwoman kidsandfamili adamsandl jenniferaniston nicolekidman dennisdugan
1701,Con Air,action thriller crime prison ambush helicopt airport gasstat undercov mexicanstandoff braveri hijack escap shootout u.s.marsh lasvega explos brutal violenc convict desert warhero deaagent motorcyclechas nicolascag johncusack johnmalkovich simonwest
13027,Eagle Eye,mysteri thriller action artificialintellig washingtond.c. secretident hostag technolog fbi pentagon twinbroth fbiagent shialabeouf michellemonaghan rosariodawson d.j.caruso
2289,Cold Mountain,drama lossoflov lossoffamili desert lossoffath loveofone'slif judelaw nicolekidman renéezellweg anthonyminghella
20504,The Book of Eli,action thriller sciencefict book post-apocalypt dystopia faith blind denzelwashington garyoldman milakuni alberthugh
9574,Flubber,comedi famili sciencefict weddingvow inventor slime green flight madscientist wed robinwilliam marciagayharden christophermcdonald lesmayfield
11618,The Haunting,horror thriller fantasi mysteri basedonnovel trauma castl hauntedhous insomnia bone poster paint remak haunt childlabor audiorecord spiralstaircas evil loner research insomniac paranormalact logbook strangenois spook cherub liamneeson catherinezeta-jon owenwilson jandebont
2300,Space Jam,anim comedi drama famili fantasi sport basketbal doctor basketballteam basketballgam refere basketballcourt tweetybird speedygonzal cartoonchicken sylvesterthecat cartoonrealitycrossov basketballhoop cartoonskunk michaeljordan wayneknight billywest joepytka
12096,The Pink Panther,action comedi crime mysteri famili robberi investig inspector killer clouseau pinkpanth murderhunt stevemartin kevinklin jeanreno shawnlevi
10200,The Day the Earth Stood Still,drama sciencefict thriller extraterrestrialtechnolog spacecraft ultimatum evacu panic govern remak ufo alien endoftheworld giantrobot tank socialcommentari poweroutag interrog environment threat aliencontact centralpark messeng nanobot disintegr keanureev jenniferconnelli kathyb scottderrickson
8834,Conspiracy Theory,action drama mysteri thriller newyork cia helicopt assassin secret obsess taxidriv fbi paranoia wheelchair chase theori polit govern control cover-up murder suspens conspiraci tortur flashback target geronimo newslett melgibson juliarobert patrickstewart richarddonn
228150,Fury,war drama action worldwarii nazi war nazigermani panzer tank bradpitt shialabeouf loganlerman daviday
6068,Six Days Seven Nights,action adventur comedi romanc overleven familyguy harrisonford annehech davidschwimm ivanreitman
41515,Yogi Bear,comedi famili anim adventur picnic sandwich bear 3d yogi danaykroyd justintimberlak annafari ericbrevig
9023,Spirit: Stallion of the Cimarron,western anim adventur comedi famili humanb freedom mustang rivalri wildlif anim cavalri indianwar eyebrow wildhors mattdamon jamescromwel danielstudi kellyasburi
38317,Zookeeper,comedi romanc famili talkinganim scientist germanacc ostrich monkey bullfrog cardealership duringcreditssting kevinjam rosariodawson sylvesterstallon frankcoraci
2157,Lost in Space,adventur famili sciencefict timetravel sabotag deepspaceexplor garyoldman williamhurt mattleblanc stephenhopkin
14462,The Manchurian Candidate,drama thriller mysteri senat gulfwar cano kuwait conspiraci warhero u.s.congress implant denzelwashington merylstreep lievschreib jonathandemm
161795,Déjà Vu,romanc drama love american pin stranger rubi stephendillan victoriafoyt vanessaredgrav henryjaglom
159824,Hotel Transylvania 2,anim comedi famili transylvania hotel witch technolog magic mummi dracula skeleton onlychild backpack marriag frankenstein wolfman zombi movingout invisibleman newlif adamsandl andysamberg selenagomez genndytartakovski
49948,Fantasia 2000,anim famili music orchestra musicalseg stevemartin itzhakperlman quincyjon jamesalgar
2135,The Time Machine,sciencefict adventur action futur timemachin guypearc markaddi phyllidalaw simonwel
9822,Mighty Joe Young,action adventur famili fantasi gorilla dyinganddeath charlizetheron radeserbedzija billpaxton ronunderwood
9705,Swordfish,action crime thriller femalenud hacker terror violenc ex-con wire losangelesinternationalairport(lax) misdirect aftercreditssting johntravolta hughjackman halleberri dominicsena
1656,The Legend of Zorro,action adventur california spi fathersonrelationship mexico hero marriagecrisi swordfight divorc americancivilwar antoniobandera catherinezeta-jon adriánalonsobarona martincampbel
12159,What Dreams May Come,drama fantasi romanc paradis soul underworld heaven paint hell afterlif spirit robinwilliam cubagoodingjr. annabellasciorra vincentward
9678,Little Nicky,comedi fantasi romanc fathersonrelationship brothersisterrelationship mephisto bulldogg adamsandl patriciaarquett harveykeitel stevenbril
4442,The Brothers Grimm,adventur fantasi action comedi thriller brotherbrotherrelationship literatur aftercreditssting heathledg mattdamon mackenziecrook terrygilliam
75,Mars Attacks!,comedi fantasi sciencefict savingtheworld totaldestruct whitehous mar usapresid cataclysm lasergun ambassador congress pest flyingsauc jacknicholson glennclos annetteben timburton
330770,Evolution,mysteri drama horror nurs sea beach boy pregnant blood womandirector maxbreb roxaneduran julie-marieparmenti lucilehadzihalilov
9433,The Edge,action adventur drama photograph grizzlybear wilder airplan supermodel emergencyland suspens surviv bear animalhorror alecbaldwin anthonyhopkin ellemacpherson leetamahori
19959,Surrogates,action sciencefict thriller clone dystopia brucewilli radhamitchel rosamundpik jonathanmostow
11973,Thirteen Days,drama thriller usapresid atomicbomb johnf.kennedi kubakris threat kevincostn brucegreenwood stevenculp rogerdonaldson
11228,Daylight,action adventur thriller taxi newjersey helicopt river hero taxidriv raceagainsttim guard surviv disast newyorkc explos poweroutag dog trap flood tunnel christma trappedunderground actionhero sylvesterstallon amybrenneman viggomortensen robcohen
77951,Walking With Dinosaurs,anim famili adventur dinosaur 3d charlierow justinlong karlurban barrycook
5491,Battlefield Earth,action sciencefict war basedonnovel post-apocalypt dystopia mine fighterjet alieninvas scientolog cavemen bureaucrat cityruin johntravolta barrypepp forestwhitak rogerchristian
10715,Looney Tunes: Back in Action,anim comedi famili spi duck bunni wretch filmindustri liveactionandanim brendanfras jennaelfman stevemartin joedant
10197,Nine,drama music romanc memori sidewalkcaf roomkey drivingacar coastlin stairway searchformean sequin singingphotograph slidingdownapol costumedesign duringcreditssting 1960 judidench danielday-lewi marioncotillard robmarshal
9562,Timeline,action adventur sciencefict professor timetravel quantummechan hundredyears'war excav laroqu knight medievaltim paulwalk franceso'connor gerardbutl richarddonn
9922,The Postman,drama adventur usa post postman armi apocalyps kevincostn willpatton oliviawilliam kevincostn
9447,Babe: Pig in the City,adventur comedi drama famili fantasi piggybank shortageofmoney pig farm piglet talkinganim talkingdog dog chimpanze talkingpig jamescromwel marystein mickeyrooney georgemil
274854,The Last Witch Hunter,fantasi action adventur newyork witch upris witchhunt vindiesel roselesli elijahwood breckeisn
8870,Red Planet,thriller action sciencefict mar futur astronaut scienc catastroph valkilm carrie-annemoss benjaminbratt antonyhoffman
9992,Arthur and the Invisibles,adventur fantasi anim famili grandfathergrandsonrelationship wretch treasurehunt disappear famili fantasyworld freddiehighmor miafarrow roncrawford lucbesson
36970,Oceans,documentari famili ocean sea fish whale duringcreditssting piercebrosnan jacquesperrin riemiyazawa jacquesperrin
10077,A Sound of Thunder,thriller sciencefict adventur action dyinganddeath timetravel romanc dinosaur heikemakatsch arminrohd davidoyelowo peterhyam
76649,Pompeii,action adventur histori romanc drama gladiat arena gladiatorfight lava roman forbiddenlov naturaldisast epic disast slave towninpan vulcan volcanicerupt pompeii 3d kitharington carrie-annemoss emilybrown paulw.s.anderson
293644,Top Cat Begins,comedi anim 3d jasonharri davidhoffman billlobley andréscouturi
453,A Beautiful Mind,drama romanc individu schizophrenia massachusett loveofone'slif intellig mathematician marketeconomi economictheori princetonunivers nobelpr mathematicaltheorem m.i.t. mathemat delus russellcrow edharri jenniferconnelli ronhoward
8587,The Lion King,famili anim drama lossofpar wildboar uncl shaman redempt king scar hyena meerkat jonathantaylorthoma matthewbroderick jamesearljon rogeral
72545,Journey 2: The Mysterious Island,adventur action sciencefict mission mysteriousisland missingperson duringcreditssting 3d dwaynejohnson joshhutcherson kristindavi bradpeyton
109451,Cloudy with a Chance of Meatballs 2,anim famili comedi inventor food scientist billhad annafari jamescaan codycameron
9533,Red Dragon,crime thriller horror psychopath serialkil fbiagent anthonyhopkin edwardnorton ralphfienn brettratn
2023,Hidalgo,western adventur horserac hors racehors viggomortensen zuleikharobinson omarsharif joejohnston
71880,Jack and Jill,comedi duringcreditssting adamsandl katieholm alpacino dennisdugan
584,2 Fast 2 Furious,action crime thriller miami carrac sportscar losangel car automobilerac paulwalk tyresegibson evamend johnsingleton
309809,The Little Prince,adventur anim fantasi philosophi utopia airplan adventur dystopia littleboy growingup neighbor motherdaughterrelationship school oldman littlegirl crazi basedonchildren'sbook stori socialdiffer 3d jeffbridg rachelmcadam paulrudd markosborn
4858,The Invasion,sciencefict thriller remak alien escap alieninvas alieninfect sleep doppelgang newsreport textmessag siren contamin nicolekidman danielcraig jeremynortham oliverhirschbiegel
17711,The Adventures of Rocky & Bullwinkle,action adventur anim comedi famili adventur cartoon comedi breakingthefourthwal talkingtothecamera roadmovi celebritycameo renerusso jasonalexand piperperabo desmcanuff
328111,The Secret Life of Pets,"anim famili pet bunni anthropomorph dog anim apartmentbuild sewer terrier manhattan,newyorkc rodent mongrel louisc.k. ericstonestreet kevinhart chrisrenaud"
8698,The League of Extraordinary Gentlemen,fantasi action thriller sciencefict savingtheworld vampir bite men invisibleman captainnemo allanquatermain venezia immort seanconneri petawilson shanewest stephennorrington
93456,Despicable Me 2,anim comedi famili secretag bakeri fallinginlov fatherdaughterrelationship duringcreditssting firstdat minion 3d stevecarel kristenwiig benjaminbratt pierrecoffin
602,Independence Day,action adventur sciencefict spacecraft patriot countdown independ invas war ufo extraterrestri spaceship alien battl willsmith billpullman jeffgoldblum rolandemmerich
330,The Lost World: Jurassic Park,adventur action sciencefict exoticisland dna paleontolog tyrannosaurusrex velociraptor sandiego dinosaur jurassicpark animalhorror jeffgoldblum juliannemoor petepostlethwait stevenspielberg
953,Madagascar,famili anim lion hippopotamu giraff penguin zebra benstil chrisrock davidschwimm ericdarnel
9693,Children of Men,drama action thriller sciencefict policest hippi rebel miracl futur dystopia chao age childless faith surviv birth die cliveowen michaelcain juliannemoor alfonsocuarón
36657,X-Men,adventur action sciencefict mutant marvelcom superhero basedoncomicbook superhuman patrickstewart hughjackman ianmckellen bryansing
8909,Wanted,action thriller crime assassin lossoffath secretsocieti missionofmurd reveng angelinajoli jamesmcavoy morganfreeman timurbekmambetov
9802,The Rock,action adventur thriller sanfrancisco fbi gasattack alcatraz hostagesitu fbiagent seanconneri nicolascag edharri michaelbay
950,Ice Age: The Meltdown,anim famili comedi adventur mammoth sloth iceag barrieric icemelt iceberg flood adventur lover delug saber-toothedtig rayromano johnleguizamo denisleari carlossaldanha
1824,50 First Dates,comedi romanc dejavu amnesia hawaii ladykil romanticcomedi adamsandl drewbarrymor robschneid peterseg
2976,Hairspray,famili comedi music romanc race dream danc televis tvshow racepolit colour music equal schoolparti perform integr overweightwoman duel basedonstagemus xenophobia basedonfilm 1960 johntravolta michellepfeiff christopherwalken adamshankman
11026,Exorcist: The Beginning,horror mysteri thriller secret obsess exorc remak priest goodvsevil pagan devil archaeologist demonicpossess relic crisisoffaith archaeologicaldig stellanskarsgård izabellascorupco jamesd'arci rennyharlin
332,Inspector Gadget,action adventur comedi famili gadget matthewbroderick ruperteverett joelyfish davidkellogg
75656,Now You See Me,thriller crime pari bank secret fbi vault magic neworlean investig heist conspiraci money escap newyorkc lasvega explos jesseeisenberg markruffalo woodyharrelson louisleterri
38365,Grown Ups,comedi overweight swing foot convert arrow adamsandl salmahayek mariabello dennisdugan
594,The Terminal,comedi drama newyork airport marriagepropos translat craftsman stewardess illegalimmigr languagebarri jfkinternationalairport immigrationlaw fastfoodrestaur securitycamera jazzmusician saxophonist autograph passport easterneurop friendship tomhank catherinezeta-jon stanleytucci stevenspielberg
15189,Hotel for Dogs,comedi famili adopt puppi pitbul orphan fosterhom animallov beagl duringcreditssting emmarobert jaket.austin doncheadl thorfreudenth
11678,Vertical Limit,action adventur thriller himalaya pakistan climb k2 mountain karakoram chriso'donnel robintunney billpaxton martincampbel
6538,Charlie Wilson's War,comedi drama histori washingtond.c. alcohol cia helicopt refugeecamp congress coldwar ladykil rocketlaunch russian munit warinafghanistan dollar tomhank philipseymourhoffman juliarobert mikenichol
10555,Shark Tale,anim action comedi famili fish hero missionofmurd threattodeath secretlov anim shark womandirector willsmith robertdeniro renéezellweg vickyjenson
1125,Dreamgirls,drama musicrecord manag blackpeopl adulteri soul showbusi drugaddict oscaraward music deceivedwif recordingcontract backgroundsing motown thesuprem recordproduc singl singer sing detroit alcohol extramaritalaffair musicband jamiefoxx beyoncéknowl eddiemurphi billcondon
4551,Be Cool,comedi crime baseballbat widow recordingcontract recordingstudio russianmafia musicbusi nightclub pawnshop johntravolta umathurman vincevaughn f.garygray
612,Munich,drama action histori thriller pari assassin israel hotelroom 1970 hostag intellig olympicgam munich mossad isra palestinian beirut ailulalaswad plo bombconstructor baader-meinhofgroup olympianvillag reveng ericbana danielcraig ciaránhind stevenspielberg
9567,Tears of the Sun,action drama war u.s.armi nigeria presid brucewilli monicabellucci colehaus antoinefuqua
37821,Killers,action comedi thriller romanc assassin katherineheigl ashtonkutch tomselleck robertluket
203801,The Man from U.N.C.L.E.,comedi action adventur spi coldwar remak basedontvseri buddycop russianspi americanspi henrycavil armiehamm aliciavikand guyritchi
2539,Spanglish,comedi upperclass mother singlepar parentskidsrelationship wifehusbandrelationship cook milieu illegalimmigr immigr languagebarri family'sdailylif platoniclov deceivedhusband classsocieti hysteria biographi unitedstates–mexicobarri relationshipproblem class languagecours singl motherdaughterrelationship american mexican fatherfigur adamsandl téaleoni pazvega jamesl.brook
9297,Monster House,anim comedi famili fantasi monster secret toy children neighbor mission child ryannewman stevebuscemi mitchelmusso gilkenan
3172,Bandits,action comedi crime romanc prison brucewilli billybobthornton cateblanchett barrylevinson
6520,First Knight,action adventur drama romanc camelot knight kingarthur excalibur knightsoftheroundt seanconneri richardger juliaormond jerryzuck
1439,Anna and the King,drama histori romanc civilwar fathersonrelationship eastindiatradingcompani traitor deathpenalti thailand palac burma daughter royalti teacher battl denunci jodiefost chowyun-fat bail andytenn
37958,Immortals,fantasi action drama poison armi zeu poseidon spear mickeyrourk kellanlutz isabelluca tarsemsingh
2026,Hostage,mysteri drama thriller crime fbi kidnap policeoper homeinvas hostagesitu hostagenegoti brucewilli kevinpollak jimmybennett florent-emiliosiri
7450,Titan A.E.,anim action sciencefict famili adventur monster galaxi dystopia space alien anim mission mattdamon billpullman drewbarrymor garygoldman
11375,Hollywood Homicide,action adventur comedi thriller rapmus hitman harrisonford joshhartnett lenaolin ronshelton
9425,Soldier,action war sciencefict spacemarin dystopia alienplanet geneticengin kurtrussel jasonscottle jasonisaac paulw.s.anderson
25769,Carriers,action drama horror sciencefict thriller beach desper infect surviv biohazard diseas trust viru pandem loutaylorpucci chrispin piperperabo àlexpastor
23685,Monkeybone,adventur fantasi anim action comedi parallelworld organdon horninessag aftercreditssting brendanfras bridgetfonda johnturturro henryselick
11866,Flight of the Phoenix,action adventur drama thriller robberi water gobidesert disast airplanecrash struggleforsurviv desert dennisquaid tyresegibson giovanniribisi johnmoor
9741,Unbreakable,sciencefict thriller drama fathersonrelationship trainaccid comicbook marriagecrisi invulner superhero suspens superpow brucewilli samuell.jackson robinwright m.nightshyamalan
211672,Minions,famili anim adventur comedi assist aftercreditssting duringcreditssting evilmastermind minion 3d sandrabullock jonhamm michaelkeaton kylebalda
23629,Sucker Punch,action fantasi thriller brothel fantasi asylum realiti escap robot violenc inmat altern imagin lobotomi emilybrown abbiecornish jenamalon zacksnyd
8688,Snake Eyes,crime mysteri casino politicalactiv boxer missionofmurd boxingmatch suspens policeoffic witnesstomurd nicolascag garysinis johnheard briandepalma
10153,Sphere,sciencefict ocean extraterrestrialtechnolog spacemarin paranoia raumschiffabsturz alien psychologist oceanfloor deepsea dustinhoffman sharonston samuell.jackson barrylevinson
153518,The Angry Birds Movie,famili anim island bird pig talkinganim basedonvideogam angermanag 3d jasonsudeiki joshgad dannymcbrid fergalreilli
8676,Fool's Gold,romanc comedi adventur helicopt cemeteri boat mexicanstandoff sword cave shipwreck yacht bahama jetski treasurehunt rivalri scubadiv gangster underwat divorc heiress ex-husbandex-wiferelationship henchmen matthewmcconaughey katehudson donaldsutherland andytenn
20829,Funny People,comedi drama comedian cancer bromanc stand-upcomedian adamsandl sethrogen lesliemann juddapatow
4349,The Kingdom,thriller action drama assassin assassin terrorist explos fbi chase saudiarabia investig polic medicalexamin terror fbiagent arab bombattack jamiefoxx jennifergarn chriscoop peterberg
9718,Talladega Nights: The Ballad of Ricky Bobby,comedi northcarolina prayer familydinn advertis divorc motor automobilerac nascar dogtrain carmovi sportcompetit psychosomaticil frenchstereotyp aftercreditssting duringcreditssting willferrel johnc.reilli sachabaroncohen adammckay
10808,Dr. Dolittle 2,comedi famili romanc fantasi veterinarian forest bear anim animalprotect eddiemurphi kristenwilson raven-symoné stevecarr
197,Braveheart,action drama histori war individu scotland inlovewithenemi legend independ ideal revolt tyranni melgibson catherinemccormack sophiemarceau melgibson
25,Jarhead,drama war sniper marinecorp saudiarabia petrol golfwar u.s.marin jamiefoxx jakegyllenha scottmacdonald sammend
35,The Simpsons Movie,anim comedi famili fathersonrelationship lake springfield thesimpson duffbeer garbag pig pollut environmentalprotectionag quarantin alcohol love alaska dysfunctionalfamili dysfunctionalmarriag ecolog savingl firstlov duringcreditssting donut dancastellaneta juliekavn nancycartwright davidsilverman
11086,The Majestic,drama romanc california falselyaccus prosecut anti-commun hollywood writer jimcarrey martinlandau laurieholden frankdarabont
10477,Driven,action competit run career idol racingcar kippardu robertseanleonard tilschweig rennyharlin
1997,Two Brothers,adventur drama famili brotherbrotherrelationship lossofbroth cambodia chase tiger governor royalti travellingcircu archaeologist maïanhl guypearc oanhnguyen jean-jacquesannaud
6947,The Village,drama mysteri thriller secret forest ruralset blind courtship mentallyhandicappedman humannatur aura romant villagecouncil brycedallashoward joaquinphoenix adrienbrodi m.nightshyamalan
3050,Doctor Dolittle,comedi famili fantasi talkingtoanim womandirector eddiemurphi ossiedavi oliverplatt bettythoma
2675,Signs,drama thriller sciencefict mysteri symbol water farm faith alien familyrelationship ruralset alieninvas rural cropcircl alienattack ruralpennsylvania ruralamerica ruralfarm lossoffaith alienencount melgibson joaquinphoenix roryculkin m.nightshyamalan
809,Shrek 2,adventur anim comedi famili fantasi prison magic liber honeymoon parents-in-law kingdom enchant dancingscen transform fairy-talefigur mikemy eddiemurphi camerondiaz andrewadamson
920,Cars,anim adventur comedi famili carrac carjourney villageandtown auto route66 wrecker porsch retir media friendship sport anthropomorph losangel roadmovi aftercreditssting duringcreditssting owenwilson paulnewman bonniehunt johnlasset
4806,Runaway Bride,comedi romanc smalltown self-discoveri justmarri report wed relationship juliarobert richardger joancusack garrymarshal
7451,xXx,action adventur thriller sportscar biologicalweapon coldwar russian pragu mission athlet nsaagent adrenalinejunki thrillseek vindiesel asiaargento samuell.jackson robcohen
228165,The SpongeBob Movie: Sponge Out of Water,anim adventur comedi famili ocean sea star water comedi spong spongebob liveactionandanim tomkenni billfagerbakk rodgerbumpass paultibbitt
3595,Ransom,action thriller bounti lossofchild yellowpress fbi baby-snatch suspens fbiagent millionair melgibson garysinis delroylindo ronhoward
16869,Inglourious Basterds,drama action thriller war pari guerrilla cinema selfsacrific dynamit mexicanstandoff worldwarii jewpersecut jew nazi masoch sadism scalp winstonchurchil knifeinhand antisemit gore swastika bloodbath germanoccupationoffr violenc gunviol bradpitt mélanielaur christophwaltz quentintarantino
879,Hook,adventur fantasi comedi famili fli swordplay sword fantasi peterpan daughter fairy-talefigur rescu robinwilliam dustinhoffman juliarobert stevenspielberg
1573,Die Hard 2,action thriller ambush helicopt journalist basedonnovel airport handgrenad fistfight cop sequel snow dullesinternationalairport shootout officerinvolvedshoot terror explos church violenc sabotag walkietalki swatteam airtrafficcontrol commandounit snowmobil brucewilli bonniebedelia williamatherton rennyharlin
9257,S.W.A.T.,action thriller crime liber transportofprison specialunit weapon losangel samuell.jackson colinfarrel michellerodriguez clarkjohnson
1903,Vanilla Sky,drama mysteri romanc sciencefict thriller amnesia ex-girlfriend virtualr tomcruis penélopecruz camerondiaz cameroncrow
9697,Lady in the Water,drama thriller fantasi mysteri fortunetel religionandsupernatur supernaturalpow mythicalcreatur hell swimmingpool nix aftercreditssting paulgiamatti jeffreywright bobbalaban m.nightshyamalan
395,AVP: Alien vs. Predator,adventur sciencefict action savingtheworld predat laserpoint spacemarin pyramid prais alien xenomorph sanaalathan raoulbova ewenbremn paulw.s.anderson
23398,Alvin and the Chipmunks: The Squeakquel,comedi famili anim fantasi music chipmunk cgi basedontvseri aftercreditssting duringcreditssting womandirector zacharylevi davidcross jasonle bettythoma
10590,We Were Soldiers,action histori war vietnamveteran missil vietnamwar armi major basedontruestori steelhelmet soldier explos battl bayonet death vietnames melgibson gregkinnear madeleinestow randallwallac
117263,Olympus Has Fallen,action thriller whitehous secretservic terroristattack gerardbutl aaroneckhart angelabassett antoinefuqua
200,Star Trek: Insurrection,sciencefict action adventur thriller spaceopera retribut spacecraftoffic explodingship patrickstewart jonathanfrak brentspin jonathanfrak
44943,Battle: Los Angeles,action sciencefict savingtheworld hero marinecorp chao retir survivor meteor spaceinvas alien battlefield surviv sergeant losangel battl danger escapad u.s.marin heroicmiss evilalien chaosandmayham aaroneckhart ramónrodríguez willrothhaar jonathanliebesman
587,Big Fish,adventur fantasi drama circu fathersonrelationship witch fish fish loveofone'slif leech storytel apoplecticstrok fair mermaid cancer relationship youth gentlegi ewanmcgregor albertfinney billycrudup timburton
10395,Wolf,fantasi adulteri heal bite werewolf jacknicholson christopherplumm jamesspad mikenichol
57212,War Horse,drama war worldwari hors farmlif execut trap alcohol cavalri plow artilleri tomhiddleston benedictcumberbatch tobykebbel stevenspielberg
152760,The Monuments Men,war drama histori action worldwarii nazi arttheft postworldwarii mattdamon cateblanchett georgeclooney georgeclooney
2756,The Abyss,adventur action thriller sciencefict ocean sea divingsuit flyingsauc nuclearmissil alienlife-form insan scubadiv underwat scuba deepsea trappedunderwat thalassophobia edharri maryelizabethmastrantonio michaelbiehn jamescameron
33909,Wall Street: Money Never Sleeps,drama crime duringcreditssting michaeldougla shialabeouf joshbrolin oliverston
49017,Dracula Untold,horror action drama fantasi war vampir dracula bite battl 15thcenturi ottomanempir vlad fangvamp tepe lukeevan sarahgadon dominiccoop garyshor
9882,The Siege,drama action thriller crime islam muslim carbomb fbiagent denzelwashington annetteben brucewilli edwardzwick
2270,Stardust,adventur fantasi romanc famili witch basedonnovel newlov princ beauti star kingdom wall fallingstar royalti unrequitedlov goodvsevil fratricid clairedan charliecox michellepfeiff matthewvaughn
978,Seven Years in Tibet,adventur drama histori buddhism himalaya austria mountain buddhistmonk worldwarii prisonersofwar monsoon tibet dalailama mountain lhasa wed bradpitt jamyangjamtshowangchuk davidthewli jean-jacquesannaud
44564,The Dilemma,comedi drama adulteri infidel secret investig friendship partner love friend dilemma cheatingonpartn bestfriend kevinjam vincevaughn winonaryd ronhoward
3132,Bad Company,action adventur comedi thriller ambush cia assassin nightclub hustler hiddencamera decoy undercoverag twinbroth decept betray mistakenident shootout espionag footchas carchas silenc surveil agent imperson langleyvirginia oddcoupl anthonyhopkin chrisrock peterstormar joelschumach
8814,Doom,adventur action horror teleport basedonvideogam severedear futurewar wisecrackhumor commandomiss dwaynejohnson karlurban rosamundpik andrzejbartkowiak
8427,I Spy,action adventur comedi thriller budapest kidnap boxer secretag liberationofhostag hostage-tak womandirector eddiemurphi owenwilson famkejanssen bettythoma
52520,Underworld: Awakening,fantasi action horror vampir daughter hybrid childvampir werewolf imax labexperi werewolfchild fangvamp katebeckinsal stephenrea michaeleali månsmårlind
80585,Rock of Ages,comedi drama music romanc music rocker teenag younglov rocksta juliannehough diegoboneta tomcruis adamshankman
10592,Hart's War,drama war blackpeopl worldwarii prisonersofwar u.s.armi war escap tribun trial soldier militarytribun xenophobia brucewilli colinfarrel terrencehoward gregoryhoblit
49021,Killer Elite,action adventur thriller rescu jasonstatham cliveowen robertdeniro garymckendri
11535,Rollerball,action sciencefict thriller manag arena dystopia wrestl sport roller-sk motorcyclerac rollersk futuresport chrisklein llcoolj rebeccaromijn johnmctiernan
10550,Ballistic: Ecks vs. Sever,action adventur thriller lossoffamili enemi adversari agent antoniobandera lucyliu gregghenri wychkaosayananda
11258,Hard Rain,thriller sheriff rain evacu armoredcar crook hoodlum morganfreeman christianslat randyquaid mikaelsalomon
12610,Osmosis Jones,adventur anim action comedi famili cold flu lethalviru constructionwork chrisrock laurencefishburn davidhydepierc bobbyfarrelli
59981,Legends of Oz: Dorothy's Return,anim music famili leamichel danaykroyd patrickstewart danst.pierr
201088,Blackhat,crime drama mysteri terrorist technolog antihero hacker computerviru nationalsecurityagency(nsa) raceagainsttim comput malaysia nuclearpowerpl suspens betray conspiraci ontherun fugit shootout hack terror catandmous oneagainstmani computerhack noopeningcredit terroristplot stockexchang cybercrim cyberterror chinesemilitari cyberterrorist cyberthril chrishemsworth leehomwang tangwei michaelmann
5137,Sky Captain and the World of Tomorrow,mysteri action thriller sciencefict adventur londonengland himalaya journalist killerrobot computerwar robot judelaw gwynethpaltrow giovanniribisi kerryconran
